	1/2(iku)
1	gesz
9	gesz
7	gesz'u
	m
	p
	sz
	sze9
	szii
	szunigin
	umi
	ura
	|A.GAB.LISZ|
	|KA.TA|
	|UD.KIB.NU|
	|UD.KIB|
